branch;client_id
 London ;196320
London;153810
Singapore;176220
Amsterdam;142660
Seoul;156690
Paris;102140
Amsterdam;137430
Paris;128190
Seoul;149330
London;197730
BERLIN;127390
 London ;140960
Ottawa;136940
Tokyo;199200
Ottawa;121050
 Seoul ;139140
Ottawa;163320
Ottawa;120160
Bern;118230
Canberra;105020
Paris;116780
Tokyo;149780
Bern;165770
Seoul;154060
Bern;196570
Tokyo;162110
Ottawa;115550
Singapore;172040
Seoul;142230
Seoul;138000
Canberra;102440
London;166860
 Canberra ;172990
Paris;153410
Washington;162810
Seoul;157250
TOKYO;105380
Paris;181480
Bern;144640
Tokyo;150820
Canberra;110870
Canberra;115720
Seoul;176860
Tokyo;174080
London;171420
Stockholm;140210
Canberra;125110
Ottawa;118610
Bern;176280
Washington;189960
Canberra;129730
Ottawa;186450
Washington;188410
Paris;117110
Ottawa;145180
Stockholm;110900
Bern;164590
Tokyo;105220
Singapore;136130
Tokyo;176710
Canberra;105000
Seoul;151880
Berlin;183600
Amsterdam;193580
Seoul;185230
Berlin;125360
Stockholm;163650
Singapore;185480
Singapore;146120
Berlin;172460
Canberra;179990
Bern;124700
 Berlin ;179350
Singapore;100080
Stockholm;197480
London;151130
Paris;179660
Tokyo;146950
Bern;163660
Seoul;127510
Stockholm;121790
Canberra;101000
Bern;196370
Paris;163070
Stockholm;184190
Berlin;165670
Seoul;182850
Berlin;132890
Berlin;183010
Singapore;146110
Amsterdam;159170
Seoul;159190
;123900
Washington;133160
Washington;188380
SINGAPORE;112260
Ottawa;167910
Washington;100950
Singapore;109520
Stockholm;141610
London;173890
 Singapore ;112300
washington;187710
Paris;133030
Ottawa;139000
Singapore;163120
Canberra;151520
 Berlin ;183550
Canberra;128380
Stockholm;199080
Berlin;170320
Bern;155310
Stockholm;119670
Bern;141410
Singapore;101540
Amsterdam;188240
Canberra;114340
London;170270
Singapore;133120
PARIS;150170
Amsterdam;132960
Tokyo;152160
Paris;152580
Amsterdam;158420
Singapore;109180
London;112780
Tokyo;172020
Paris;185460
Bern;115470
TOKYO;107980
Amsterdam;121640
Seoul;110910
Berlin;165450
Stockholm;195320
London;155480
;107930
Bern;149150
Paris;154100
Canberra;162250
Washington;196470
Seoul;169000
Washington;103030
Singapore;153400
Seoul;115900
 Amsterdam ;113890
 Amsterdam ;101730
Seoul;192850
Paris;123780
London;126330
Berlin;188990
Stockholm;167480
Seoul;154390
Bern;168560
Paris;129850
Canberra;192100
Seoul;139420
Tokyo;129020
Paris;151260
Amsterdam;175830
Bern;187890
Berlin;157430
Paris;165400
Stockholm;159380
Stockholm;196810
BERLIN;158610
Washington;102850
Stockholm;113220
Ottawa;121780
bern;167360
Tokyo;107490
Singapore;146550
Tokyo;153240
Ottawa;185520
London;198230
Washington;198790
Tokyo;113470
Tokyo;162620
Singapore;128300
Stockholm;101800
Amsterdam;121110
Tokyo;195040
;177380
singapore;172740
Seoul;132560
Washington;129990
Paris;150580
Berlin;162590
Bern;192140
 Amsterdam ;182560
Canberra;189220
Canberra;140470
Ottawa;152850
Seoul;101380
London;175480
Paris;124790
;116410
canberra;109830
London;137570
Canberra;125540
Stockholm;183860
Amsterdam;171050
Ottawa;178460
 Canberra ;134340
bern;125130
Ottawa;151400
Washington;168780
Stockholm;199550
Bern;109480
Amsterdam;179000
Berlin;139740
Washington;173340
Ottawa;189420
;187870
Ottawa;162310
Washington;133430
Amsterdam;100670
Ottawa;172300
Amsterdam;156050
Bern;112020
Tokyo;195330
Seoul;167210
Tokyo;164440
Berlin;130880
Amsterdam;127670
Paris;120620
Seoul;134780
Amsterdam;131640
London;162900
Stockholm;190890
Bern;133320
AMSTERDAM;177900
London;180070
Washington;116470
London;150100
Ottawa;116640
London;195990
Canberra;142190
Amsterdam;128890
Amsterdam;181520
Washington;110940
Singapore;138030
Washington;139270
 Ottawa ;166940
Bern;122500
Amsterdam;129910
Washington;153130
Canberra;102250
Washington;178860
Bern;192460
 Paris ;105540
Berlin;122880
Canberra;106910
Berlin;192030
Ottawa;186000
Singapore;104190
Seoul;191530
Bern;185900
Amsterdam;102090
London;145580
Singapore;139380
Tokyo;154590
Paris;191840
Washington;100980
Washington;134700
Singapore;158470
Tokyo;155040
Singapore;121810
Seoul;113680
Singapore;170130
Amsterdam;185930
Amsterdam;110080
Paris;130400
Seoul;126480
Paris;109980
London;184890
Stockholm;138440
Paris;184740
Paris;177880
Singapore;134260
London;176570
Paris;160860
Singapore;140540
Washington;192280
Bern;140440
Tokyo;199610
Tokyo;126100
London;142160
Singapore;172240
Singapore;138800
Seoul;131180
Berlin;172780
Singapore;152040
 Washington ;189300
London;143970
Tokyo;143710
London;118780
London;111830
Washington;175160
Berlin;168400
London;156540
Tokyo;141660
Washington;160640
Berlin;173540
Singapore;191980
Seoul;198420
Bern;175440
Seoul;133760
Berlin;112660
Washington;126920
Washington;138190
Bern;162630
Washington;166400
Bern;144790
London;185500
Singapore;178980
Canberra;110420
Berlin;172920
London;166250
Amsterdam;165750
Seoul;161290
London;135100
Amsterdam;137630
Canberra;137110
Berlin;109770
singapore;188950
Singapore;107900
Singapore;129470
Canberra;199720
Canberra;142050
Ottawa;162320
Paris;178710
Tokyo;120510
SINGAPORE;182030
Singapore;153880
Tokyo;176210
 Washington ;135810
Singapore;188360
Ottawa;145780
Seoul;192060
 Singapore ;134720
Ottawa;109090
Amsterdam;115270
Washington;163940
Amsterdam;169560
Berlin;125930
Paris;148910
Paris;165280
Singapore;195810
Amsterdam;180920
Canberra;
PARIS;145070
Canberra;117170
Canberra;117040
Paris;156980
Tokyo;132530
Washington;176770
Washington;166700
London;110140
Singapore;138790
Washington;199130
Tokyo;161100
Canberra;101830
Bern;180960
Canberra;100680
Tokyo;182100
Berlin;189200
Amsterdam;129240
Amsterdam;162330
Stockholm;143800
Washington;152130
London;186920
Seoul;195790
Bern;165680
OTTAWA;188230
Amsterdam;137520
Washington;108060
Paris;111810
amsterdam;196210
Paris;157860
London;139030
Seoul;164030
Stockholm;179110
Canberra;109620
Washington;176190
Amsterdam;179930
Berlin;167560
Berlin;172470
London;162300
Washington;132230
Canberra;132260
Seoul;148120
Canberra;193760
Singapore;197840
Canberra;100030
Ottawa;106260
Stockholm;148370
Washington;124410
Washington;106630
Canberra;102400
London;192330
;145210
Tokyo;158700
Berlin;158990
Seoul;179850
Washington;121420
Tokyo;161520
Paris;159940
Berlin;155650
Berlin;123660
Washington;187350
amsterdam;115740
Stockholm;184820
Washington;187600
Paris;147540
Stockholm;153850
Ottawa;143930
Paris;163700
Stockholm;156570
Ottawa;101350
Seoul;193200
Bern;139700
Berlin;157840
London;100090
Bern;122380
Seoul;149840
Stockholm;137030
Singapore;137700
Amsterdam;170760
Ottawa;135230
Canberra;101270
Washington;196750
Canberra;162830
Canberra;104380
Seoul;125860
Stockholm;129440
Stockholm;133370
 Washington ;126730
Bern;147190
Singapore;112850
Canberra;158350
Tokyo;171030
Tokyo;119270
Canberra;187880
Amsterdam;179310
London;177030
Canberra;177720
Seoul;141730
London;190150
London;132780
Bern;126890
Seoul;108910
Paris;112270
Ottawa;189290
London;186620
Ottawa;139520
Bern;114790
Amsterdam;132980
Paris;122330
Washington;113010
Stockholm;199340
Tokyo;182210
Canberra;192870
London;198150
canberra;132270
Seoul;124870
Ottawa;184850
Seoul;176440
Canberra;158950
Bern;105600
;129790
 Canberra ;196240
Washington;107580
tokyo;109290
Singapore;114750
 Berlin ;187670
Canberra;108180
Amsterdam;105180
Stockholm;145470
Bern;125170
Canberra;139510
Canberra;188740
Singapore;160920
London;133350
;114640
London;186070
Amsterdam;168960
Berlin;129480
Ottawa;114600
Seoul;193830
Canberra;102510
Singapore;190510
Paris;139330
Canberra;125040
Amsterdam;148880
paris;169950
Seoul;194410
Canberra;141920
Ottawa;198160
Amsterdam;136980
Singapore;125670
London;115390
London;124250
Ottawa;112560
Washington;125340
Paris;197650
Paris;178020
Paris;124340
Singapore;114210
Ottawa;146710
Paris;151250
Canberra;160400
Washington;107780
PARIS;176420
Bern;132820
Berlin;190290
Washington;102050
Amsterdam;163910
ottawa;141510
Stockholm;113330
Singapore;135070
Amsterdam;186580
Canberra;
Stockholm;174830
Stockholm;111050
Washington;170030
Washington;113920
Seoul;141060
Paris;187970
Singapore;122730
Tokyo;180080
London;156540
Stockholm;116350
 London ;101760
Singapore;176140
Stockholm;103540
Tokyo;100860
Berlin;114780
London;178670
Amsterdam;102480
Ottawa;188310
Singapore;132490
Paris;160500
Tokyo;107210
Singapore;146380
Tokyo;161880
Amsterdam;184170
Singapore;169070
Paris;185120
London;180770
Paris;177480
Paris;128200
Amsterdam;166090
Berlin;189490
Ottawa;141270
 London ;124570
London;134550
 Bern ;145380
Tokyo;177120
Canberra;105260
Stockholm;111780
Ottawa;173730
Canberra;141760
London;175610
Berlin;152840
Canberra;156510
Amsterdam;116570
Washington;172480
Bern;110780
Ottawa;150750
Paris;195800
Bern;166140
Seoul;182290
Tokyo;101400
Tokyo;191450
Amsterdam;179240
Seoul;129770
Ottawa;147860
Stockholm;162990
Bern;109400
Paris;181280
Bern;148890
Berlin;181490
Bern;118280
Stockholm;187000
 Washington ;171140
Seoul;136560
Amsterdam;197110
Canberra;195250
Singapore;116170
 Stockholm ;142830
 London ;147260
Berlin;173520
London;114880
Tokyo;122470
Seoul;117950
Seoul;177710
Berlin;101330
Seoul;191390
London;109230
Amsterdam;109160
Washington;143030
Canberra;105580
Ottawa;173660
Stockholm;198500
Canberra;191370
London;141350
Washington;195650
Canberra;130550
Ottawa;143180
Canberra;173800
Tokyo;189990
Paris;179960
WASHINGTON;154620
 Stockholm ;167150
Canberra;179670
Paris;169030
Amsterdam;178420
Washington;165480
singapore;125890
London;137730
Bern;124770
Ottawa;180680
Seoul;110980
Berlin;106560
Ottawa;161210
 Seoul ;180840
Bern;166010
Stockholm;135480
berlin;132540
Paris;126370
Ottawa;117340
Canberra;153600
Paris;174850
London;102320
SINGAPORE;175750
Paris;170580
Seoul;128390
Berlin;154690
Amsterdam;137970
Paris;106540
Stockholm;118260
Canberra;110930
PARIS;176800
Seoul;196280
Amsterdam;154230
SEOUL;132370
Bern;156850
 London ;111360
Canberra;148240
Berlin;132910
 Stockholm ;178360
TOKYO;183580
Stockholm;104170
Singapore;186570
Canberra;109900
Canberra;102670
Tokyo;195630
Ottawa;159660
 Ottawa ;102760
Washington;179050
london;120230
Tokyo;137530
SEOUL;114400
Paris;145620
 London ;182670
Singapore;135740
Ottawa;124960
Singapore;176840
Bern;160460
Singapore;163720
Ottawa;138270
Seoul;180310
Stockholm;104900
Canberra;142920
Bern;198610
Berlin;122510
Ottawa;126650
 Ottawa ;190170
Bern;186180
Amsterdam;122300
Berlin;141340
Washington;191030
tokyo;159450
Ottawa;185150
 seoul ;169460
 Berlin ;125660
Canberra;173680
BERLIN;187990
Bern;148470
 Ottawa ;198520
Ottawa;147970
London;175990
Singapore;157190
 Amsterdam ;184540
Bern;121190
Bern;133490
Washington;172900
Singapore;111310
Berlin;108980
Tokyo;199770
Tokyo;133570
washington;108800
Tokyo;123480
Stockholm;132210
Amsterdam;135470
Seoul;160880
;149940
Bern;102910
Berlin;188030
London;192300
Ottawa;184770
Tokyo;178560
BERLIN;196350
Ottawa;173740
Bern;140360
Ottawa;144780
Washington;106090
Washington;141130
Washington;145820
Ottawa;193500
London;175960
Ottawa;119620
Tokyo;159370
Seoul;167710
Paris;172330
Berlin;199660
Amsterdam;168670
Singapore;133550
Paris;186110
Canberra;158390
Singapore;167050
Washington;124720
Tokyo;111970
Paris;103820
Canberra;171270
Amsterdam;127690
Washington;182800
Ottawa;113950
London;184520
Washington;116890
London;152870
Paris;176940
;123700
Seoul;128320
Ottawa;135680
OTTAWA;135620
Singapore;139490
Paris;
Bern;147010
CANBERRA;135050
Ottawa;135360
Tokyo;195370
 London ;101950
AMSTERDAM;138620
Berlin;184320
Canberra;106310
Berlin;137200
washington;112230
Paris;120170
Seoul;140840
Bern;169990
Canberra;124500
Seoul;116740
Ottawa;146760
BERN;112220
Ottawa;150120
 London ;131270
Singapore;102600
Stockholm;103330
 Canberra ;117770
Amsterdam;149830
Amsterdam;118050
Stockholm;184600
Washington;178930
WASHINGTON;157350
Seoul;150550
Bern;138260
Berlin;158790
London;106500
Canberra;152820
Paris;121020
Singapore;118940
Tokyo;136730
Washington;183030
CANBERRA;135200
Berlin;145690
Paris;113990
Seoul;123500
bern;162260
Ottawa;122950
 Tokyo ;141000
Canberra;164410
Canberra;104230
Amsterdam;106670
;132330
Paris;106330
Bern;107060
Tokyo;161060
Ottawa;117350
Tokyo;170220
Stockholm;163380
Singapore;193100
Seoul;128530
Seoul;147150
Stockholm;186860
Berlin;113430
Paris;135430
Stockholm;109860
Berlin;167840
Ottawa;182520
London;129040
Canberra;172230
Bern;195660
Paris;143110
London;125490
Tokyo;145020
Seoul;184680
Seoul;168780
Seoul;160910
Canberra;128550
Tokyo;122480
Bern;180460
Canberra;188490
Canberra;104780
Seoul;120760
Stockholm;140160
Ottawa;159360
Paris;105440
London;112880
Singapore;132300
Tokyo;188110
Ottawa;196410
Bern;186080
Bern;197200
Amsterdam;174580
Seoul;145950
Ottawa;106430
Stockholm;172960
STOCKHOLM;103130
Berlin;179800
Washington;154860
Berlin;174140
Paris;109960
London;135650
;145740
Amsterdam;167730
London;188220
Tokyo;145640
Stockholm;199140
Ottawa;197760
Singapore;106180
London;150770
London;130130
Berlin;146160
 Washington ;146080
Washington;133340
Washington;164220
Amsterdam;196400
Ottawa;181050
Berlin;178470
Amsterdam;193730
Berlin;124540
London;122990
Washington;153550
Tokyo;158190
Amsterdam;136260
Berlin;132510
Paris;133380
 Washington ;147200
Singapore;
Paris;121980
Amsterdam;182950
Washington;166070
Stockholm;114810
Washington;182890
Amsterdam;182750
Amsterdam;134730
Stockholm;168630
Paris;127340
Canberra;179600
Amsterdam;110180
Amsterdam;170000
Tokyo;181390
ottawa;199330
Ottawa;183400
Ottawa;188800
Stockholm;150320
London;115630
Ottawa;101160
Singapore;193240
 Seoul ;127660
Washington;101900
Berlin;151050
Canberra;174330
Tokyo;162100
Washington;116660
Seoul;191350
Tokyo;189230
London;133670
London;118320
Tokyo;178600
LONDON;196900
Ottawa;135400
Canberra;146870
Canberra;164120
Ottawa;118020
Ottawa;169680
Amsterdam;180350
Washington;100220
Tokyo;116140
london;131220
 Berlin ;166160
Berlin;109670
Paris;136010
Washington;137810
 Stockholm ;197790
Singapore;144800
London;145730
;148030
Stockholm;190530
Singapore;197350
Berlin;172810
Paris;121700
Berlin;142220
Ottawa;197750
Canberra;119260
Washington;101700
 London ;195620
Ottawa;141260
Washington;148070
Berlin;132470
Bern;134720
Stockholm;194300
Berlin;138580
Washington;190490
Berlin;115890
Paris;166300
 Paris ;176470
Berlin;129940
Paris;169500
Amsterdam;144720
Stockholm;145810
Singapore;123960
Bern;147330
Ottawa;163020
Canberra;105070
Canberra;143750
Ottawa;111790
Bern;114680
stockholm;188430
 Bern ;148150
Bern;111080
Canberra;106660
Paris;133600
Stockholm;120920
Seoul;184940
Seoul;165180
SINGAPORE;152810
Bern;125720
Tokyo;128670
Berlin;120440
Bern;180830
Canberra;152620
Washington;158530
Ottawa;171220
Seoul;146900
Washington;148250
Canberra;132620
Washington;112330
Bern;177160
London;139920
Berlin;170830
Washington;168990
Canberra;108310
Bern;184450
Berlin;158920
Washington;152290
Stockholm;157680
 Bern ;189600
London;138840
Paris;196800
Seoul;147670
CANBERRA;110280
Singapore;162960
Tokyo;136070
Washington;124240
Seoul;151410
Washington;142470
Amsterdam;119330
Washington;193050
Ottawa;169020
Canberra;173950
bern;166590
London;191600
London;112140
Bern;197150
Canberra;155140
Washington;178230
Ottawa;194780
Canberra;126900
Tokyo;139500
Tokyo;152730
Ottawa;101150
Singapore;194500
;193880
London;176040
Paris;134640
Berlin;103730
Paris;139290
Paris;126410
Bern;173170
Paris;147280
Paris;126150
Seoul;146310
Seoul;162650
Canberra;177870
Bern;142670
Amsterdam;148980
London;116880
Canberra;119960
Canberra;179400
Amsterdam;190210
Amsterdam;124210
Seoul;104620
Bern;131460
Seoul;182910
Washington;177760
Paris;139460
Bern;153440
 London ;119660
Washington;191720
Amsterdam;106280
Singapore;177500
AMSTERDAM;168580
Bern;128290
 Bern ;180760
Tokyo;180230
Seoul;111420
Singapore;187800
Washington;187230
Ottawa;176510
Amsterdam;171620
Washington;106420
Washington;158480
Stockholm;192730
Tokyo;165710
Singapore;102410
Paris;142550
Ottawa;151610
;128080
Stockholm;190540
Washington;176000
Washington;197920
Amsterdam;194460
Stockholm;190220
paris;196540
 Paris ;160110
London;162560
Washington;187130
Amsterdam;134010
Bern;198930
Singapore;197050
Canberra;161950
Tokyo;103860
Seoul;186060
Seoul;186290
 Ottawa ;120740
Washington;184530
Seoul;199030
Washington;115070
London;115870
Canberra;160390
Berlin;122150
Paris;143150
;115330
London;124290
Seoul;102650
Tokyo;165810
Stockholm;126390
Washington;106780
Amsterdam;112940
Singapore;136020
Seoul;105940
Ottawa;168840
Canberra;171590
Washington;137770
Ottawa;116870
SINGAPORE;136670
BERLIN;196270
Stockholm;118690
Seoul;129430
London;131830
Paris;149610
Berlin;194850
Canberra;184290
 amsterdam ;165590
Seoul;185710
STOCKHOLM;118540
 Canberra ;183240
berlin;111150
Washington;139230
 Canberra ;181760
Berlin;107010
 Seoul ;148450
Paris;105890
Tokyo;114350
Amsterdam;197510
 Seoul ;198960
Stockholm;165220
Singapore;151390
Amsterdam;125830
Ottawa;144770
Canberra;102380
Paris;155590
Amsterdam;197040
WASHINGTON;104560
Canberra;198890
Washington;121340
Canberra;125980
Ottawa;115450
;110800
Singapore;118950
Tokyo;173460
London;144510
Paris;114710
Seoul;143060
Stockholm;186120
Seoul;171920
Canberra;123150
Amsterdam;164440
Berlin;107920
BERN;117250
Singapore;121830
Seoul;181130
Berlin;159760
Washington;157740
London;197290
London;171640
London;140370
Canberra;159490
Amsterdam;115420
Amsterdam;183490
Singapore;
Ottawa;180750
Berlin;112120
Paris;172360
Amsterdam;113710
Paris;169520
Stockholm;126780
BERN;113520
Canberra;125240
Canberra;186830
Stockholm;100660
Seoul;174410
 paris ;130080
Bern;163870
Tokyo;118520
 Ottawa ;171670
Seoul;150720
Canberra;177800
CANBERRA;148650
 Canberra ;110310
Berlin;195870
Canberra;168130
Paris;175130
Berlin;126020
Amsterdam;123950
Amsterdam;126250
Washington;157820
Paris;179360
Canberra;170920
Paris;134390
Amsterdam;184130
Ottawa;133130
;155680
Singapore;190130
London;169400
Paris;185870
London;110130
Ottawa;163090
London;189130
Tokyo;175900
Washington;149090
Paris;109790
Amsterdam;162450
Singapore;131990
canberra;172790
Amsterdam;143950
Washington;162050
 Canberra ;120390
Tokyo;182230
Stockholm;142080
Tokyo;114700
 Stockholm ;123160
Tokyo;179300
Paris;122240
Tokyo;176380
Ottawa;110830
London;107720
 Bern ;174360
Stockholm;156190
Canberra;181030
London;110630
 Seoul ;187170
Washington;199810
 Paris ;161400
Amsterdam;195850
Amsterdam;132170
Bern;171090
Washington;164500
Canberra;197420
Washington;165790
Paris;141460
Bern;191620
Amsterdam;143550
Berlin;147320
london;115440
Berlin;156770
Stockholm;171860
Amsterdam;174450
Canberra;189800
Berlin;150190
Singapore;117330
Ottawa;171120
Canberra;106650
Amsterdam;166840
Bern;112320
Canberra;178750
Singapore;158780
Ottawa;124080
Canberra;141540
 Bern ;105840
London;187060
Amsterdam;108840
Berlin;193260
Canberra;194680
Singapore;189030
Stockholm;173300
Canberra;170060
Bern;157110
Stockholm;192910
Washington;123830
Seoul;113720
Paris;134680
London;158880
Amsterdam;101020
Singapore;126070
Bern;196500
Singapore;187530
 london ;191480
Canberra;125230
Ottawa;160230
Amsterdam;151800
Paris;118410
Paris;142710
Washington;106070
Bern;190260
 Tokyo ;137340
Ottawa;151490
Ottawa;167300
Tokyo;172290
Bern;164020
Paris;101610
Bern;147480
Stockholm;148730
Berlin;145870
Bern;160760
Bern;113370
Stockholm;160630
Singapore;100740
Bern;170420
Washington;140930
Canberra;139440
London;152280
Berlin;103810
Seoul;134630
Stockholm;145700
Berlin;174170
Tokyo;108470
Berlin;120770
Tokyo;122850
Amsterdam;114120
Paris;188080
London;124560
Paris;142240
AMSTERDAM;100040
Washington;100890
Canberra;181880
Ottawa;117270
Canberra;196610
Berlin;137760
London;137610
Singapore;125480
London;118920
Washington;138700
Ottawa;190390
Amsterdam;170110
Washington;166050
London;182060
London;155200
Bern;146780
Canberra;191140
Washington;183310
Singapore;174480
Amsterdam;122220
Paris;141680
Canberra;198070
London;112860
Seoul;199760
Amsterdam;139020
Paris;118630
Bern;133450
Ottawa;155160
Paris;142460
Stockholm;161450
Paris;118240
Tokyo;158280
Stockholm;133270
Paris;197700
Tokyo;170430
Amsterdam;171940
Ottawa;167740
Washington;155900
Ottawa;114860
Paris;126040
Washington;127780
Amsterdam;129460
Tokyo;198430
Washington;140180
Seoul;132580
Washington;170510
Bern;127980
;104540
London;183020
Washington;107020
TOKYO;120790
Canberra;147550
London;129310
Berlin;109880
Tokyo;121970
Amsterdam;106980
Bern;119390
London;140660
Berlin;132430
Canberra;121770
Canberra;186230
Washington;188370
London;191470
Canberra;178680
Berlin;104290
Amsterdam;109710
Tokyo;134280
Tokyo;196030
London;149540
Canberra;137190
Berlin;123280
Stockholm;114760
Seoul;124270
Seoul;178970
Amsterdam;163450
Seoul;167980
Ottawa;111410
Seoul;126350
Berlin;158140
Tokyo;117570
Ottawa;167390
Singapore;108070
Singapore;135580
Bern;133580
 Seoul ;186310
Stockholm;108090
Washington;179810
 Bern ;193350
Paris;174870
Canberra;155150
Canberra;152530
Singapore;127350
Berlin;171010
amsterdam;129170
Canberra;198470
Singapore;138970
Paris;138810
Washington;192570
Amsterdam;128910
Amsterdam;170440
 Paris ;113630
Berlin;144830
Stockholm;199370
Ottawa;164730
Ottawa;199190
Berlin;167720
;162080
Singapore;153870
Paris;196450
Bern;193190
Canberra;104800
Amsterdam;140240
Berlin;160240
Paris;159410
Canberra;115460
Amsterdam;197670
Stockholm;107750
Berlin;116440
Washington;158370
London;172720
Ottawa;191580
Tokyo;113640
Amsterdam;100360
Canberra;173640
Ottawa;164750
Singapore;127740
Berlin;175340
Seoul;152770
Amsterdam;146850
Bern;141630
Singapore;190810
Tokyo;114580
Amsterdam;173550
Tokyo;169690
Amsterdam;177530
Singapore;116160
Canberra;122920
London;181230
London;133870
Washington;152030
Singapore;131100
Canberra;139430
Washington;120880
Washington;131660
Singapore;139360
Bern;133750
Ottawa;108140
London;192170
Bern;180970
AMSTERDAM;108580
Ottawa;184700
Ottawa;142850
 Berlin ;177280
Berlin;120410
Singapore;124030
Canberra;105730
 Stockholm ;137450
Washington;123940
Paris;147630
Berlin;114670
Bern;148350
Bern;101560
Bern;156860
Amsterdam;157070
Bern;167690
Bern;173400
Singapore;172000
Berlin;189510
Tokyo;176790
Amsterdam;180220
London;129080
 Canberra ;198980
BERN;179190
Ottawa;149880
Stockholm;161350
Tokyo;146770
Bern;197940
Berlin;127870
Amsterdam;157620
Paris;194630
Washington;121250
PARIS;123180
Washington;191550
Tokyo;117200
Bern;126200
Washington;182400
London;135190
Berlin;120730
Paris;131810
Bern;171810
Washington;130380
Seoul;132640
London;186000
Stockholm;109850
Berlin;180630
Washington;117060
Berlin;173230
BERN;150670
London;113560
Berlin;187340
Stockholm;177570
Seoul;142030
Tokyo;104120
bern;137280
Stockholm;173940
Paris;184860
Seoul;159560
Bern;195160
Paris;163820
Paris;179780
Ottawa;189450
Canberra;126750
Singapore;153050
London;164860
Washington;158540
London;100460
 Singapore ;164850
Canberra;145040
Ottawa;142760
Singapore;184690
Stockholm;199910
Washington;191150
Berlin;192650
Berlin;167260
Amsterdam;138310
London;148460
Stockholm;194700
Amsterdam;154220
London;163170
Canberra;187810
Canberra;148080
Ottawa;105410
Tokyo;180470
Tokyo;189660
Canberra;163200
London;119560
ottawa;190600
Canberra;147490
Tokyo;196020
London;121430
Berlin;193990
Berlin;121730
Amsterdam;199960
Washington;173580
Bern;199180
Seoul;109270
London;163800
Stockholm;106600
Paris;125470
London;169430
Seoul;158510
Seoul;167950
Canberra;163950
 Bern ;123230
London;139010
Singapore;188600
Paris;110330
Berlin;121060
Bern;142340
seoul;123490
Tokyo;108590
Amsterdam;171960
Amsterdam;126490
Amsterdam;194400
tokyo;149130
Ottawa;163780
Bern;187520
Washington;174430
Seoul;150410
Washington;197010
Tokyo;141840
Singapore;184750
 Tokyo ;147990
Ottawa;195890
Ottawa;195080
Amsterdam;190400
Canberra;141120
Stockholm;196740
Canberra;142250
Amsterdam;195680
Seoul;184090
Stockholm;100000
Bern;150090
Amsterdam;112820
Berlin;114520
Bern;188820
Stockholm;104020
Singapore;130440
Stockholm;144190
Washington;163400
Stockholm;122320
Singapore;195450
Seoul;188140
PARIS;120710
Bern;196060
amsterdam;103260
Stockholm;106930
Stockholm;194070
Ottawa;131610
Seoul;155210
Amsterdam;132610
London;155730
Stockholm;149140
Stockholm;174700
Amsterdam;155020
Singapore;130750
Amsterdam;103580
Paris;124670
BERLIN;129300
Amsterdam;113790
London;138950
Stockholm;174260
Amsterdam;107430
Stockholm;183680
Washington;147740
Ottawa;158450
ottawa;160420
Bern;166100
Singapore;114020
Bern;124110
Seoul;113770
Paris;101530
Berlin;197250
Canberra;187860
Berlin;186770
Singapore;162540
Canberra;136160
SEOUL;169350
Washington;144980
Canberra;110010
Washington;127530
Berlin;182330
Berlin;190120
Berlin;178320
amsterdam;129360
 Washington ;190140
Amsterdam;191990
Paris;110030
Berlin;152110
Amsterdam;183720
Washington;127630
Ottawa;104590
Washington;126090
Singapore;154110
Amsterdam;146790
Stockholm;164820
Ottawa;141740
Seoul;181420
Amsterdam;169820
Amsterdam;160010
Berlin;155970
Seoul;172670
Ottawa;103250
Bern;175190
Bern;143580
Singapore;139090
Canberra;143100
Bern;111320
Stockholm;122560
London;176650
 Bern ;191400
Tokyo;118670
Stockholm;164090
Canberra;123140
Seoul;180620
Paris;128490
Tokyo;117050
London;142520
Ottawa;169480
 Paris ;166830
Washington;115020
Bern;184630
Stockholm;184360
Amsterdam;175840
Singapore;130110
London;183690
Tokyo;102210
Amsterdam;111220
WASHINGTON;147370
London;117000
Canberra;113930
Stockholm;142340
Tokyo;149630
Paris;146660
Canberra;164830
Bern;136790
Tokyo;107620
Canberra;197450
Bern;134220
Paris;172220
Singapore;145350
Stockholm;112000
Berlin;121240
Bern;137180
London;160450
Berlin;153560
Seoul;198650
Tokyo;153980
 Tokyo ;103690
Stockholm;113450
London;181320
Seoul;187950
Amsterdam;142550
 Singapore ;139050
 Tokyo ;139810
Washington;165540
Ottawa;190500
Stockholm;158360
Berlin;160700
Ottawa;168440
 Singapore ;106370
Tokyo;136780
Singapore;146200
Washington;175220
Singapore;114950
Canberra;130740
Amsterdam;152100
Paris;119430
Stockholm;186220
Bern;144150
Canberra;158100
Stockholm;106020
London;187790
Washington;188860
 Stockholm ;133110
Amsterdam;142260
Berlin;145940
Stockholm;190010
Amsterdam;133860
Singapore;196110
London;108970
Bern;196690
Ottawa;128070
Berlin;125080
London;104490
Tokyo;196490
Ottawa;195520
Singapore;111600
Singapore;189910
Ottawa;178830
Amsterdam;113240
Canberra;101980
Amsterdam;198780
Stockholm;143510
Singapore;136270
Amsterdam;137850
Ottawa;106040
 Stockholm ;120460
Stockholm;154010
Seoul;114630
Paris;134620
London;115780
 Stockholm ;109600
Singapore;132460
 Stockholm ;186550
Washington;192640
Seoul;168980
Seoul;103590
Ottawa;160810
Ottawa;119570
canberra;114480
Berlin;162020
Washington;143050
Singapore;160150
Canberra;150950
Ottawa;151160
Amsterdam;129650
 Stockholm ;137680
Seoul;113800
